"","ASV0001","ASV0002","ASV0003","ASV0004","ASV0005","ASV0006","ASV0007","ASV0008","ASV0009","ASV0010","ASV0011","ASV0012","ASV0013","ASV0014","ASV0015","ASV0016","ASV0017","ASV0018","ASV0019","ASV0020","ASV0021","ASV0022","ASV0023","ASV0024","ASV0025","ASV0027","ASV0028","ASV0029","ASV0030","ASV0032","ASV0033","ASV0035","ASV0036","ASV0037","ASV0038","ASV0039","ASV0040","ASV0041","ASV0042","ASV0043","ASV0044","ASV0045","ASV0047","ASV0048","ASV0049","ASV0050","ASV0051","ASV0052","ASV0053","ASV0054","ASV0055","ASV0056","ASV0057","ASV0058","ASV0059","ASV0060","ASV0061","ASV0062","ASV0063","ASV0064","ASV0065","ASV0066","ASV0067","ASV0068","ASV0069","ASV0070","ASV0072","ASV0073","ASV0075","ASV0076","ASV0077","ASV0078","ASV0079","ASV0080","ASV0081","ASV0082","ASV0083","ASV0084","ASV0085","ASV0086","ASV0087","ASV0088","ASV0089","ASV0090","ASV0091","ASV0093","ASV0094","ASV0095","ASV0096","ASV0097","ASV0098","ASV0099","ASV0100","ASV0101","ASV0102","ASV0103","ASV0105","ASV0106","ASV0108","ASV0109","ASV0111","ASV0112","ASV0113","ASV0115","ASV0116","ASV0117","ASV0118","ASV0119","ASV0120","ASV0121","ASV0123","ASV0124","ASV0125","ASV0126","ASV0127","ASV0128","ASV0129","ASV0130","ASV0131","ASV0132","ASV0133","ASV0134","ASV0136","ASV0137","ASV0138","ASV0139","ASV0140","ASV0142","ASV0143","ASV0144","ASV0145","ASV0146","ASV0147","ASV0148","ASV0149","ASV0150","ASV0152","ASV0154","ASV0155","ASV0157","ASV0158","ASV0160","ASV0161","ASV0162","ASV0164","ASV0166","ASV0167","ASV0168","ASV0170","ASV0171","ASV0172","ASV0173","ASV0175","ASV0176","ASV0177","ASV0178","ASV0179","ASV0180","ASV0181","ASV0182","ASV0183","ASV0184","ASV0185","ASV0186","ASV0187","ASV0188","ASV0189","ASV0190","ASV0191","ASV0192","ASV0193","ASV0196","ASV0197","ASV0198","ASV0199","ASV0200","ASV0202","ASV0203","ASV0204","ASV0206","ASV0208","ASV0209","ASV0210","ASV0211","ASV0212","ASV0213","ASV0214","ASV0215","ASV0217","ASV0218","ASV0219","ASV0220","ASV0221","ASV0222","ASV0223","ASV0224","ASV0225","ASV0227","ASV0228","ASV0230","ASV0231","ASV0232","ASV0233","ASV0235","ASV0236","ASV0237","ASV0238","ASV0239","ASV0241","ASV0243","ASV0244","ASV0246","ASV0247","ASV0248","ASV0249","ASV0251","ASV0252","ASV0253","ASV0255","ASV0256","ASV0257","ASV0258","ASV0260","ASV0261","ASV0262","ASV0263","ASV0264","ASV0265","ASV0266","ASV0268","ASV0270","ASV0271","ASV0272","ASV0274","ASV0275","ASV0276","ASV0277","ASV0278","ASV0279","ASV0280","ASV0281","ASV0282","ASV0283","ASV0284","ASV0285","ASV0286","ASV0287","ASV0288","ASV0289","ASV0291","ASV0294","ASV0296","ASV0297","ASV0298","ASV0299","ASV0301","ASV0302","ASV0304","ASV0306","ASV0307","ASV0308","ASV0309","ASV0310","ASV0311","ASV0312","ASV0313","ASV0314","ASV0315","ASV0316","ASV0318","ASV0319","ASV0320","ASV0321","ASV0322","ASV0324","ASV0325","ASV0327","ASV0329","ASV0331","ASV0332","ASV0333","ASV0335","ASV0336","ASV0337","ASV0338","ASV0339","ASV0340","ASV0341","ASV0342","ASV0343","ASV0344","ASV0345","ASV0346","ASV0347","ASV0349","ASV0352","ASV0353","ASV0354","ASV0355","ASV0356","ASV0357","ASV0359","ASV0360","ASV0361","ASV0362","ASV0363","ASV0364","ASV0365","ASV0366","ASV0368","ASV0369","ASV0373","ASV0374","ASV0376","ASV0378","ASV0379","ASV0381","ASV0383","ASV0386","ASV0387","ASV0388","ASV0389","ASV0390","ASV0391","ASV0392","ASV0393","ASV0394","ASV0395","ASV0396","ASV0397","ASV0398","ASV0399","ASV0400","ASV0401","ASV0402","ASV0403","ASV0405","ASV0406","ASV0407","ASV0409","ASV0410","ASV0411","ASV0412","ASV0415","ASV0416","ASV0417","ASV0420","ASV0421","ASV0425","ASV0429","ASV0430","ASV0432","ASV0433","ASV0436","ASV0437","ASV0438","ASV0440","ASV0441","ASV0442","ASV0443","ASV0445","ASV0446","ASV0447","ASV0450","ASV0451","ASV0452","ASV0453","ASV0454","ASV0458","ASV0459","ASV0460","ASV0461","ASV0462","ASV0466","ASV0467","ASV0469","ASV0471","ASV0472","ASV0473","ASV0474","ASV0476","ASV0478","ASV0480","ASV0481","ASV0482","ASV0487","ASV0488","ASV0489","ASV0493","ASV0494","ASV0495","ASV0496","ASV0498","ASV0500","ASV0501","ASV0503","ASV0504","ASV0505","ASV0506","ASV0509","ASV0510","ASV0512","ASV0513","ASV0514","ASV0515","ASV0517","ASV0521","ASV0524","ASV0525","ASV0526","ASV0527","ASV0528","ASV0531","ASV0532","ASV0533","ASV0534","ASV0535","ASV0539","ASV0544","ASV0545","ASV0548","ASV0549","ASV0552","ASV0553","ASV0555","ASV0557","ASV0558","ASV0559","ASV0561","ASV0562","ASV0564","ASV0565","ASV0567","ASV0568","ASV0570","ASV0571","ASV0572","ASV0573","ASV0578","ASV0580","ASV0581","ASV0582","ASV0583","ASV0585","ASV0586","ASV0588","ASV0591","ASV0595","ASV0598","ASV0603","ASV0604","ASV0606","ASV0608","ASV0610","ASV0612","ASV0613","ASV0615","ASV0621","ASV0626","ASV0631","ASV0634","ASV0642","ASV0647","ASV0648","ASV0649","ASV0650","ASV0656","ASV0665","ASV0672","ASV0673","ASV0676","ASV0677","ASV0678","ASV0681","ASV0682","ASV0683","ASV0685","ASV0687","ASV0699","ASV0701","ASV0706","ASV0717","ASV0722","ASV0728","ASV0734","ASV0735","ASV0746","ASV0752","ASV0761","ASV0763","ASV0768","ASV0781","ASV0786","ASV0789","ASV0792","ASV0794","ASV0802","ASV0805","ASV0814","ASV0846","ASV0868","ASV0870","ASV0877","ASV0879","ASV0938","ASV0950","ASV0958","ASV0971","ASV0989","ASV1021","ASV1146","ASV1191","ASV1216","ASV1569"
"WB28",0,2442,288,36191,12637,0,189,25956,1820,5864,575,1600,0,0,0,3688,1405,0,0,1732,119,1247,2942,145,1226,968,0,0,0,0,0,0,746,0,0,4449,138,129,273,0,1565,0,0,0,0,0,227,0,0,0,0,0,556,0,0,0,0,0,183,0,187,188,0,0,1180,0,422,0,0,0,0,0,0,472,0,269,0,147,180,0,0,0,735,0,0,276,0,203,0,0,0,0,0,0,0,0,0,0,0,0,207,157,0,190,0,0,0,305,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB29",0,4131,454,8738,9497,0,0,24184,2669,9453,2285,4145,0,0,1804,3570,2676,0,0,5937,330,4241,1737,316,2751,1008,0,0,0,0,157,0,9706,0,0,5114,396,0,3918,0,881,0,0,0,0,0,235,0,0,370,0,0,1129,0,0,0,0,0,520,0,174,633,0,0,726,0,596,759,0,0,0,0,0,603,0,551,0,446,253,0,0,0,0,0,343,265,0,1611,0,0,0,0,0,554,0,0,0,0,0,0,249,329,0,339,142,0,0,450,0,0,256,0,0,0,0,523,0,0,0,0,0,0,0,195,0,481,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,171,0,0,0,0,288,0,0,0,137,0,0,0,0,0,0,0,0,0,0,181,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB3",0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"WB30",0,0,1043,51787,8916,0,462,5377,3623,4852,3674,3151,0,0,390,8253,252,0,0,4957,0,7587,0,1173,268,0,0,0,0,0,0,0,668,2324,0,177,190,0,0,0,621,0,0,0,0,0,361,0,0,0,0,0,0,0,138,0,0,0,878,0,445,585,0,0,1624,0,639,1508,0,0,0,240,0,149,0,416,0,236,501,0,0,0,1505,0,0,172,0,151,0,0,0,0,0,509,0,0,144,0,0,0,259,1037,0,317,390,679,0,316,0,0,371,0,0,0,0,520,0,0,0,0,0,0,0,187,0,876,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,160,0,0,0,0,238,0,0,0,0,0,0,0,355,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,167,0,0,0,0,0,0,321,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB31",1387,10425,181,69797,13574,0,506,7726,3861,11455,1056,541,0,0,3071,3346,547,0,0,218,0,902,1961,1465,1609,541,0,0,0,0,665,0,800,0,0,1250,685,184,1327,0,4955,0,0,0,0,0,574,0,0,0,0,0,695,0,387,0,0,0,2649,0,768,0,0,0,1188,0,380,1346,0,0,0,310,0,0,0,0,0,1274,280,0,0,0,1780,0,1133,741,0,380,0,0,0,0,0,0,0,0,0,0,0,0,652,450,0,304,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,187,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB32",2486,11916,418,12221,9558,0,0,37311,4596,9794,841,1448,0,0,37848,3072,4307,0,0,6863,2021,2960,8499,421,1687,1530,0,0,0,0,321,0,721,0,0,8937,919,0,3715,0,1165,0,0,0,0,0,0,0,0,848,0,0,1072,0,308,0,0,0,2953,0,399,1577,0,0,1168,0,3222,3178,0,0,0,275,0,1464,0,1261,0,644,1163,0,0,2597,0,0,234,767,0,326,0,0,0,0,0,0,0,0,0,0,0,0,1091,590,0,509,0,0,0,1307,0,0,1022,0,0,0,0,523,0,0,0,0,0,0,0,273,0,522,0,0,0,0,0,0,0,0,0,0,517,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,475,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB33",3567,3812,414,77029,29419,0,287,42151,4004,7300,0,1023,0,0,0,4490,1387,0,0,1309,3371,925,20369,4288,2964,764,0,0,0,0,0,0,4368,11264,0,3695,0,0,885,0,2426,0,0,0,0,331,434,0,0,0,0,0,549,0,1900,0,451,0,2440,0,624,0,0,0,1899,0,3454,579,0,0,0,328,0,560,0,0,0,341,0,0,0,1520,1387,0,0,411,0,518,0,0,0,0,0,387,0,0,0,0,0,0,590,0,0,1131,0,0,0,300,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,362,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB34",727,1515,270,32274,43020,0,370,33269,4663,17108,1705,2843,0,0,0,3193,1753,0,0,4558,549,803,10600,445,2430,785,0,0,0,0,0,0,2696,5871,0,3358,0,0,561,0,6277,0,0,0,0,0,438,0,0,0,0,0,228,0,335,0,0,0,405,0,337,343,0,0,1148,0,1372,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,0,0,349,0,500,0,0,0,0,0,501,0,0,0,0,0,0,516,255,0,232,0,0,0,274,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,207,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB35",1193,2292,154,34635,15814,0,350,26026,2979,8177,2237,1581,0,0,231,2464,682,0,0,2256,0,2177,4343,358,1001,457,0,0,0,0,235,0,722,2482,0,2033,199,0,423,0,1592,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,351,0,279,386,0,0,1117,0,1234,142,0,0,0,0,0,0,0,302,0,257,198,0,0,0,534,0,0,141,0,313,0,0,0,0,0,370,0,0,0,0,0,0,171,0,0,0,167,0,0,195,0,0,279,0,0,0,0,295,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,141,0,0,0,152,0,0,0,0,366,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WB36",208,0,0,22614,8421,0,180,12996,2370,3183,161,420,0,0,177,1917,92,0,0,250,0,1589,1343,307,0,106,0,0,0,0,0,0,511,0,0,664,118,0,0,0,909,0,0,0,0,0,112,0,0,0,0,0,0,0,88,0,78,0,375,0,360,128,0,0,1114,0,543,1043,0,0,0,105,0,0,0,134,0,0,169,0,0,149,564,0,0,123,0,101,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,90,73,116,0,82,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
